"CrashDate","CrashYear","CrashMonth","CrashDay","CrashTime","LightCondition","Weather","County","CityVillageTownshipName","Lat","Long","PedestrianRelated","BicycleRelated","Narrative"
2020-01-11,2020,1,11,22:12:00,"Dark - Lighted Roadway","Rain","Cuyahoga County","East Cleveland",41.52307,-81.59113,TRUE,FALSE,"Unit 1 was a pedestrian sitting in the #4 lane on Superior Ave when unit #2 struck him."
2020-02-14,2020,2,14,23:00:00,"Dark - Roadway Not Lighted","Clear","Franklin County","Columbus",39.83955,-82.99748,TRUE,FALSE,"Officers were dispatched to 6000 S. High St; on an auto crash injury call for service. Upon arrival Officers talked with Ohio State Patrol trooper and they were informed of the details of the accident. The Trooper told CPD Officers that driver #2 was driving north bound on S. High St when the driver stuck the pedestrian who he did not see. The pedestrian was hit and came to rest in the turning lane in the south bound lane on S. High St. The pedestrian was transported to Grant Medical Center where she was pronounced at 11:02 PM."
2020-02-07,2020,2,7,18:37:00,"Dark - Roadway Not Lighted","Snow","Stark County","North Canton",40.858875,-81.398233,TRUE,FALSE,"Unit 1 was stopped in the center lane facing north bound; in the 100 block of Everhard Road SW. Unit 1 was driver-less from a previous crash. (see CSF #20-002060)  Unit 2 entered the roadway from the north side of Everhard Road SW from 143 Everhard Road SW. Unit 2 was standing on the left side of Unit 1.   Unit 3 then struck Unit 2 and Unit 1.        NCFD medics were summoned to the scene. Unit 2 was transported to Mercy Medical Center for serious injuries.     This crash is still under investigation."
2020-02-25,2020,2,25,10:45:00,"Daylight","Rain","Hamilton County","North College Hill",39.216063,-84.548962,TRUE,FALSE,"Unit #2 was crossing westbound across Hamilton Ave in the marked crosswalk. Unit #1 was making a left turn from Goodman Ave to go northbound on Hamilton Ave and struck Unit #2 as Unit #2 was in the crosswalk. Unit #1 had the green light and Unit #2 had the walk symbol for the crosswalk. Unit #2 was transported to UC Hospital with life-threatening injuries."
2020-03-10,2020,3,10,22:28:00,"Dark - Roadway Not Lighted","Clear","Lucas County","TOLEDO",41.65039,-83.54799,TRUE,FALSE,"Unit 01 was standing or crossing Indiana Ave. in the 200 block.  Unit 02 was driving east on Indiana Ave. passing 15th St. in the 200 block.  Unit 02 was in the center lane and struck unit 01.  Unit 01 was transported to the hospital for treatment and later pronounced deceased."
2020-03-15,2020,3,15,17:15:00,"Dawn/Dusk","Clear","Lucas County","TOLEDO",41.61747,-83.58691,TRUE,FALSE,"Unit 2 stated he was crossing the street; at the listed intersection; when he was struck by a vehicle. Unit 2 stated his light was green for him to cross and while he was crossing the light turned red. Unit 2 stated as he was attempting to run out of the intersection he was struck by a vehicle.  Unit 1 stated he was traveling S/B Anthony Wayne TL; approaching the listed intersection; when he struck a male crossing the street. Unit 1 stated as he was approaching the listed intersection his light was green when he observed a male attempt to run across the intersection. Unit 1 stated he attempted to avoid the male but could not.  Ofc. Mickles#2645 spoke with a witness; Rymers; Francis; who stated he was traveling E/B Woodsdale about to make a right hand turn onto Anthony Wayne TL. Mr. Rymers stated as he was making his turn his light was in between changing from yellow to red. Mr. Rymers stated after he made his turn he looked into his rearview mirror and observed Unit 1 strike Unit 2.  At this time these officers could not determine who the at fault party was due to conflicting stories. Unit 2 was transported to  St Vincents hospital to be treated for his injuries.   This officer was notified by the Lucas County Coroners office that Franklin Mark; Unit 2; died as a result of his injuries sustained in the accident. This officer changed the type of accident to: Fatal and Unit 2 inj"
2020-03-08,2020,3,8,11:48:00,"Daylight","Clear","Washington County","BELPRE",39.278755,-81.5781,TRUE,FALSE,"Unit 1 was traveling eastbound on Campus Drive in the 800 Block.  Unit 2 (Pedestrian child) was walking/running toward the roadway (Campus Drive) from his residence at 805 Campus Drive.  Unit 2 entered the roadway where Unit 1 struck Unit 2 in the passenger side front."
2020-03-07,2020,3,7,20:00:00,"Dark - Roadway Not Lighted","Clear","Warren County","Franklin",39.3225,-84.3139,TRUE,FALSE,"See Attached Narrative"
2020-04-13,2020,4,13,12:23:00,"Daylight","Cloudy","Franklin County","Columbus",40.064272,-82.914604,TRUE,FALSE,"Unit one was driving northeast on Sunbury Rd toward Berrybush Drive. The pedestrian was running south on Sunbury Rd between Berrybush Dr and Stelzer Rd.  Unit 1 struck the pedestrian and continued north without stopping.  Both witnesses were driving south on Sunbury Rd and witnessed unit 1 strike the pedestrian."
2020-02-13,2020,2,13,07:17:00,"Dark - Lighted Roadway","Cloudy","Hamilton County","Springfield (Township of)",39.22866,-84.529298,TRUE,FALSE,"UNIT # 1 (PEDESTRIAN) CROSSING WEST ACROSS DALY ROAD. THE CONDITIONS WERE RAINING AND DARK. UNIT # 2 WAS EAST ON MADELEINE CIRCLE TURNING NORTH ONTO DALY ROAD COLLIDED INTO UNIT # 1. UNIT # 1 PER UNIT # 2 WAS IN THE MIDDLE OF THE ROADWAY AND SHE ONLY SAW HER AT THE LAST SECOND. AFTER IMPACT UNIT # 1 LANDED IN THE SOUTH LANES OF DALY ROAD. UNIT # 3 WAS SOUTH ON DALY ROAD AND DID NOT SEE UNIT # 1 IN THE ROAD. UNIT # 3 RAN OVER UNIT # 1 AND DRAGGED UNIT # 1 SOUTH ON DALY ROAD COMING TO FINAL REST IN FRONT OF 8822 DALY ROAD."
2020-02-09,2020,2,9,21:18:00,"Dark - Lighted Roadway","Snow","Lorain County","Lorain",41.425911,-82.185669,FALSE,TRUE,"Unit #1; a pedal cyclist; was traveling northbound on Oberlin Avenue in the southbound lane of travel near the west edge of the roadway. Unit #2 was traveling southbound on Oberlin Avenue; in the outside lane; approaching 4800 Oberlin Avenue. Unit #1 was struck by Unit #2. Unit #1 was ejected from the bicycle and came to final rest in the front yard of 4800 Oberlin Avenue. Unit #2 continued traveling southbound on Oberlin Avenue and fled the scene. Unit #1 was fatally injured.   For additional information; refer to Reconstruction Report #2020-4884."
2020-04-18,2020,4,18,03:39:00,"Dark - Lighted Roadway","Clear","Franklin County","Columbus",40.008415,-82.998169,TRUE,FALSE,"Officers were dispatched to the area of North 4th St and Alden Ave for a report of a pedestrian struck by a vehicle.  Upon arrival officers located unit #2; identified by Columbus Police Rapid ID as Michael Hall with no Date of Birth; laying in the roadway.  CFD Medic 7 arrived and pronounced at 3:49AM.  There were no witnesses to the crash and no description of a vehicle leaving the area.  The original complainant did not see anything just heard what sounded like an auto crash and looked out the window to see unit #2 in the road.  The Accident Investigations Unit responded to the scene to conduct their investigation.  It was determined unit #1 may have been silver in color based on debris found in the area.  The Franklin County Coroners office responded and unit #2 was transported back to their facility."
2020-04-22,2020,4,22,08:44:00,"Daylight","Cloudy","Fulton County","WAUSEON",41.555378,-84.13436,TRUE,FALSE,"Unit #1 was traveling northbound on N Shoop Ave approaching a pedestrian crosswalk and failed to stop in time for a pedestrian in the crosswalk eastbound.  Unit #1 struck the pedestrian causing fatal injuries."
2020-05-05,2020,5,5,22:28:00,"Dark - Roadway Not Lighted","Rain","Franklin County","Columbus",40.082849,-82.951192,TRUE,FALSE,"On the above listed date and time Unit #2 was traveling Northbound along Cleveland Ave north of the intersection of Cleveland Ave and Northland Plaza Dr when Unit #2 struck a pedestrian; Unit #1; who was in the middle of the road. Driver of Unit #2 stated that he was on his way to work and traveling Northbound when he struck something that he did not see. Driver of Unit #2 stated that he immediately pulled over and called 911. Responding Officers noted that it was night and this particular stretch of the roadway was not lighted and that it was raining. Driver of Unit #2 showed no signs of impairment. Responding Officers also noted that there was no crosswalk in the vicinity of the area where Unit #1 was struck which was in front of 5528 Cleveland Ave. Unit #1 was transported by CFD Medic 6 prior to the Officers arrival. Unit #1 was pronounced at 22:59 by Dr. Morson at Riverside Hospital. Unit #2 received minor damage to the front driver's side light and bumper. AIU responded to the scene for subsequent investigation. Driver of Unit #2 was released at scene."
2020-05-09,2020,5,9,12:39:00,"Daylight","Clear","Hamilton County","CINCINNATI",39.103915,-84.566316,TRUE,FALSE,"UNIT # 2 (PEDESTRIAN) WAS CROSSING ELBERON AVE EASTBOUND IN THE 584 BLOCK NEAR THE INTERSECTION OF PHILLIPS AVE WHEN UNIT # 1 WHICH WAS TRAVELING NORTHBOUND ON ELBERON AVE IN THE LEFT LANE OF TRAVEL SWERVED INTO THE RIGHT LANE STRIKING THE PEDESTRIAN.  UNIT # 1 THEN TRAVELED OFF THE RIGHT SIDE OF THE ROADWAY OVER A CURB STRIKING A UTILITY POLE.  UNIT # 2 (PEDESTRIAN) SUSTAINED FATAL INJURIES FROM THE COLLISION.   DAMAGED PROPERTY OWNER UTILITY POLE STRUCK / DAMAGED POLE NUMBER: L6354E (V); H212676RE (H) OWNER: DUKE ENERGY NOTIFIED FOR REPAIR / INSPECTION  OH-1 SUPPLEMENTED TO INCLUDE BLOOD TEST RESULTS ON DRIVER OF UNIT # 1 AND EDR / CALCULATED SPEED DATA FROM UNIT # 1.  OH-1 SUPPLEMENTED TO INCLUDE CHARGE FOR DRIVER OF UNIT # 1."
2020-05-18,2020,5,18,23:12:00,"Dark - Lighted Roadway","Rain","Hamilton County","North College Hill",39.22411,-84.5481,TRUE,FALSE,"Unit 1 was crossing in a crosswalk with a no walk sign when she was struck by unit 2 that was traveling north bound on Hamilton Ave. in the #1 lane with a green light. Unit 2 stated he was traveling between 35 and 40 mph in a 25 mph zone."
2020-05-23,2020,5,23,04:40:00,"Dark - Lighted Roadway","Clear","Cuyahoga County","Euclid",41.593147,-81.516382,TRUE,FALSE,"Unit #1 was traveling eastbound on IR90 in the #4 lane. Unit #2 was standing walking in the #4 lane of IR90 eastbound. Unit #1 struck Unit #2 in lane #4 on IR90 eastbound. Unit #1 failed to stop for an MVA. Unit #2 suffered fatal injuries."
2020-05-23,2020,5,23,04:39:00,"Dark - Lighted Roadway","Clear","Cuyahoga County","Euclid",41.593147,-81.516382,TRUE,FALSE,"Unit #1 was traveling eastbound on IR90 in the #4 lane. Unit #2 was standing walking in the #4 lane of IR90 eastbound. Unit #1 struck Unit #2 in lane #4 on IR90 eastbound. Unit #1 failed to stop for an MVA. Unit #2 suffered fatal injuries."
2020-06-06,2020,6,6,14:09:00,"Daylight","Clear","Lucas County","TOLEDO",41.68332,-83.60967,TRUE,FALSE,"Unit 1 was traveling South East on Monroe Street approaching Woodmont. Unit 1 stated an unknown vehicle did pull out in front of her. At the last second unit 1 decided to swerve to the continuous left turn lane. At the same time; unit 2 began crossing Monroe Street from Woodmont. Unit 2 was standing in the left turn only lane when he was struck by unit 1. Unit 2 was pronounced deceased at the scene."
2020-06-19,2020,6,19,16:25:00,"Daylight","Clear","Hamilton County","Cincinnati",39.103681,-84.528854,TRUE,FALSE,"UNIT #2 WAS TRAVELING WEST ON W 8TH STREET WHEN UNIT #1 ATTEMPTED TO CROSS THE STREET WITHOUT CROSSWALK OR SIGNAL. UNIT #2 STRUCK UNIT #1 CAUSING ACCIDENT."
2020-06-27,2020,6,27,03:45:00,"Dark - Lighted Roadway","Cloudy","Hamilton County","Saint Bernard",39.171282,-84.498717,TRUE,FALSE,"UNIT 2 WAS TRAVELING SOUTHBOUND ON I75 NEAR THE 7.6 MILE POST. UNIT 1 WAS CROSSING THE HIGHWAY IN AN UNKNOWN DIRECTION. UNIT 2 STRUCK UNIT 1 AND FLED THE SCENE PRIOR TO POLICE ARRIVAL."
2020-07-02,2020,7,2,10:07:00,"Daylight","Clear","Cuyahoga County","Olmsted (Township of)",41.385609,-81.919744,TRUE,FALSE,"The victim was working on his vehicle in his driveway located at 2 Leahs Way. It appears his vehicle was left in reverse and began moving. The vehicle traveled down his driveway in reverse and rolled across the culdesac. The vehicle struck the curb in front of 1 Leahs Way. It is undetermined if the victim at this time attempted to jump into the vehicle or was still partially in the vehicle. It appeared as the vehicle struck the curb; the victim lost his balance and fell to the ground as the vehicle continued moving in reverse rolling over him. The vehicle continued to roll in reverse and came to final rest in front of 81 Periwinkle. It is undetermined as to what exactly occurred.  The Medical Examiner determined the victim died from accident blunt force trauma. See attached report #2000168."
2020-07-03,2020,7,3,22:20:00,"Dark - Roadway Not Lighted","Clear","Lucas County","TOLEDO",41.65357,-83.63149,TRUE,FALSE,"Unit one was traveling westbound on Dorr. Unit two was traveling Northbound across Dorr. Unit two stepped out in front of unit one thus causing unit one to strike unit two. Unit two sustained life ending injuries. Unit two was at fault for the accident."
2020-07-03,2020,7,3,09:00:00,"Daylight","Clear","Hamilton County","Cincinnati",39.110778,-84.529221,TRUE,FALSE,"Unit #1 was traveling northbound Linn St in the left lane at Chestnut St. Unit #2 was a pedestrian walking in a marked crosswalk crossing Linn St from the east side of Linn St toward the west side of Linn St at Chestnut St. Unit #1 failed to yield to a pedestrian in the crosswalk and struck Unit #2. Unit #2 suffered fatal injuries and died at the scene. Driver #1 was reaching for a cigarette in the center console at the approximate time of the crash.  CRIMINAL CHARGES AND TOXICOLOGY FOR DRIVER #1 ADDED TO THE REPORT ON 10/28/2020."
